QQ-YYYY,PASSENGERS,MEDIAN_ITIN_FARE,AVG_ITIN_FARE,MIN_ITIN_FARE,MAX_ITIN_FARE,ORIGIN_CITY_NAME,ORIGIN_LONGITUDE,ORIGIN_LATITUDE,DEST_CITY_NAME
Q3 of 2016,1.0,477.0,477.0,477.0,477.0,"Cortez, CO",-108.62722222,37.30277778,"San Francisco, CA"
Q3 of 2016,2.0,773.5,773.5,751.0,796.0,"Chattanooga, TN",-85.20361111,35.03638889,"Oakland, CA"
Q3 of 2016,31.0,397.0,485.6551724137931,0.0,1780.0,"Chattanooga, TN",-85.20361111,35.03638889,"San Francisco, CA"
Q3 of 2016,14.0,415.0,475.57142857142856,11.0,1263.0,"Chattanooga, TN",-85.20361111,35.03638889,"San Jose, CA"
Q3 of 2016,68.0,559.0,601.7936507936508,0.0,1653.0,"Charlottesville, VA",-78.45305556,38.14138889,"San Francisco, CA"
Q3 of 2016,6.0,533.0,482.3333333333333,11.0,711.0,"Charlottesville, VA",-78.45305556,38.14138889,"San Jose, CA"
Q3 of 2016,58.0,398.0,453.41509433962267,11.0,1362.0,"Charleston, SC",-80.03888889,32.89916667,"Oakland, CA"
Q3 of 2016,272.0,536.5,570.80859375,0.0,2564.0,"Charleston, SC",-80.03888889,32.89916667,"San Francisco, CA"
Q3 of 2016,38.0,553.5,502.1111111111111,11.0,1133.0,"Charleston, SC",-80.03888889,32.89916667,"San Jose, CA"
Q3 of 2016,111.0,433.0,455.5940594059406,0.0,1827.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"San Francisco, CA"
Q3 of 2016,19.0,537.0,583.6842105263158,369.0,997.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"San Jose, CA"
Q3 of 2016,7.0,609.0,547.6666666666666,32.0,791.0,"Sault Ste. Marie, MI",-84.46611111,46.24222222,"San Francisco, CA"
Q3 of 2016,116.0,493.0,487.4018691588785,11.0,1192.0,"Cleveland, OH",-81.84944444,41.41083333,"Oakland, CA"
Q3 of 2016,852.0,541.0,587.4880733944954,0.0,9999.0,"Cleveland, OH",-81.84944444,41.41083333,"San Francisco, CA"
Q3 of 2016,77.0,457.5,508.0394736842105,0.0,1231.0,"Cleveland, OH",-81.84944444,41.41083333,"San Jose, CA"
Q3 of 2016,13.0,509.0,500.5833333333333,11.0,827.0,"College Station/Bryan, TX",-96.36444444,30.58944444,"San Francisco, CA"
Q3 of 2016,2.0,377.0,377.0,11.0,743.0,"College Station/Bryan, TX",-96.36444444,30.58944444,"San Jose, CA"
Q3 of 2016,86.0,514.0,558.2409638554217,11.0,1170.0,"Charlotte, NC",-80.93583333,35.21916667,"Oakland, CA"
Q3 of 2016,923.0,557.0,632.8181818181819,0.0,3317.0,"Charlotte, NC",-80.93583333,35.21916667,"San Francisco, CA"
Q3 of 2016,155.0,544.5,574.9931506849315,0.0,1928.0,"Charlotte, NC",-80.93583333,35.21916667,"San Jose, CA"
Q3 of 2016,307.0,473.0,508.80904522613065,11.0,1694.0,"Columbus, OH",-82.87833333,39.99111111,"Oakland, CA"
Q3 of 2016,286.0,472.0,562.8369565217391,0.0,5345.0,"Columbus, OH",-82.87833333,39.99111111,"San Francisco, CA"
Q3 of 2016,133.0,450.5,473.26612903225805,0.0,1184.0,"Columbus, OH",-82.87833333,39.99111111,"San Jose, CA"
Q3 of 2016,36.0,496.0,543.6285714285714,11.0,1633.0,"Champaign/Urbana, IL",-88.27972222,40.03972222,"San Francisco, CA"
Q3 of 2016,19.0,470.0,467.42105263157896,324.0,587.0,"Champaign/Urbana, IL",-88.27972222,40.03972222,"San Jose, CA"
Q3 of 2016,17.0,590.0,565.75,0.0,792.0,"Hancock/Houghton, MI",-88.48638889,47.16777778,"San Francisco, CA"
Q3 of 2016,1.0,929.0,929.0,929.0,929.0,"Hancock/Houghton, MI",-88.48638889,47.16777778,"San Jose, CA"
Q3 of 2016,11.0,347.0,344.6666666666667,293.0,479.0,"Cody, WY",-109.0275,44.51583333,"Oakland, CA"
Q3 of 2016,34.0,328.0,347.2962962962963,245.0,499.0,"Cody, WY",-109.0275,44.51583333,"San Francisco, CA"
Q3 of 2016,18.0,386.0,434.3333333333333,287.0,657.0,"Cody, WY",-109.0275,44.51583333,"San Jose, CA"
Q3 of 2016,4.0,777.5,719.75,436.0,888.0,"Colorado Springs, CO",-104.70916667,38.80888889,"Oakland, CA"
Q3 of 2016,56.0,599.5,665.1538461538462,0.0,1355.0,"Colorado Springs, CO",-104.70916667,38.80888889,"San Francisco, CA"
Q3 of 2016,33.0,440.5,497.375,11.0,1413.0,"Colorado Springs, CO",-104.70916667,38.80888889,"San Jose, CA"
Q3 of 2016,12.0,474.0,549.5454545454545,366.0,937.0,"Columbia, MO",-92.21916667,38.81361111,"San Francisco, CA"
Q3 of 2016,3.0,626.0,584.0,496.0,630.0,"Columbia, MO",-92.21916667,38.81361111,"San Jose, CA"
Q3 of 2016,9.0,470.0,474.0,321.0,677.0,"Casper, WY",-106.4625,42.90861111,"Oakland, CA"
Q3 of 2016,18.0,488.5,459.72222222222223,0.0,703.0,"Casper, WY",-106.4625,42.90861111,"San Francisco, CA"
Q3 of 2016,8.0,417.0,429.375,233.0,721.0,"Casper, WY",-106.4625,42.90861111,"San Jose, CA"
Q3 of 2016,11.0,447.0,457.8181818181818,11.0,942.0,"Corpus Christi, TX",-97.50083333,27.77,"Oakland, CA"
Q3 of 2016,23.0,449.0,472.39130434782606,0.0,1105.0,"Corpus Christi, TX",-97.50083333,27.77,"San Francisco, CA"
Q3 of 2016,8.0,673.0,606.0,404.0,835.0,"Corpus Christi, TX",-97.50083333,27.77,"San Jose, CA"
Q3 of 2016,1.0,864.0,864.0,864.0,864.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"Oakland, CA"
Q3 of 2016,26.0,528.0,607.0869565217391,0.0,1371.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"San Francisco, CA"
Q3 of 2016,3.0,842.0,602.6666666666666,11.0,955.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"San Jose, CA"
Q3 of 2016,3.0,838.0,1227.3333333333333,451.0,2393.0,"Columbus, GA",-84.93888889,32.51611111,"Oakland, CA"
Q3 of 2016,4.0,813.5,884.0,479.0,1430.0,"Columbus, GA",-84.93888889,32.51611111,"San Francisco, CA"
Q3 of 2016,2.0,651.5,651.5,542.0,761.0,"Columbus, GA",-84.93888889,32.51611111,"San Jose, CA"
Q3 of 2016,11.0,758.0,704.3636363636364,11.0,1543.0,"Cincinnati, OH",-84.66861111,39.04777778,"Oakland, CA"
Q3 of 2016,407.0,455.0,550.3662420382166,0.0,2216.0,"Cincinnati, OH",-84.66861111,39.04777778,"San Francisco, CA"
Q3 of 2016,47.0,679.0,724.1086956521739,11.0,1638.0,"Cincinnati, OH",-84.66861111,39.04777778,"San Jose, CA"
Q3 of 2016,1.0,419.0,419.0,419.0,419.0,"Mosinee, WI",-89.65916667,44.78222222,"Oakland, CA"
Q3 of 2016,31.0,590.5,632.2666666666667,390.0,1251.0,"Mosinee, WI",-89.65916667,44.78222222,"San Francisco, CA"
Q3 of 2016,5.0,563.0,595.8,471.0,735.0,"Mosinee, WI",-89.65916667,44.78222222,"San Jose, CA"
Q3 of 2016,3.0,731.0,643.3333333333334,453.0,746.0,"Daytona Beach, FL",-81.05277778,29.1825,"Oakland, CA"
Q3 of 2016,25.0,487.5,506.4166666666667,11.0,856.0,"Daytona Beach, FL",-81.05277778,29.1825,"San Francisco, CA"
Q3 of 2016,5.0,439.0,427.4,11.0,761.0,"Daytona Beach, FL",-81.05277778,29.1825,"San Jose, CA"
Q3 of 2016,858.0,416.0,476.1299093655589,11.0,1166.0,"Dallas, TX",-96.85333333,32.84694444,"Oakland, CA"
Q3 of 2016,764.0,353.0,426.985835694051,11.0,1566.0,"Dallas, TX",-96.85333333,32.84694444,"San Francisco, CA"
Q3 of 2016,493.0,385.5,439.44615384615383,11.0,1112.0,"Dallas, TX",-96.85333333,32.84694444,"San Jose, CA"
Q3 of 2016,16.0,415.0,503.46153846153845,11.0,1132.0,"Dayton, OH",-84.22,39.90111111,"Oakland, CA"
Q3 of 2016,94.0,467.0,508.2391304347826,0.0,1474.0,"Dayton, OH",-84.22,39.90111111,"San Francisco, CA"
Q3 of 2016,33.0,542.0,570.9375,11.0,1781.0,"Dayton, OH",-84.22,39.90111111,"San Jose, CA"
Q3 of 2016,1.0,570.0,570.0,570.0,570.0,"Dubuque, IA",-90.71083333,42.41,"Oakland, CA"
Q3 of 2016,4.0,466.5,447.75,324.0,534.0,"Dubuque, IA",-90.71083333,42.41,"San Francisco, CA"
Q3 of 2016,1.0,569.0,569.0,569.0,569.0,"Dubuque, IA",-90.71083333,42.41,"San Jose, CA"
Q3 of 2016,325.0,475.5,509.04605263157896,11.0,1678.0,"Washington, DC",-77.03694444,38.85166667,"Oakland, CA"
Q3 of 2016,1356.0,609.5,739.0080321285141,0.0,4096.0,"Washington, DC",-77.03694444,38.85166667,"San Francisco, CA"
Q3 of 2016,281.0,518.0,563.1760299625469,0.0,1610.0,"Washington, DC",-77.03694444,38.85166667,"San Jose, CA"
Q3 of 2016,1.0,714.0,714.0,714.0,714.0,"Dodge City, KS",-99.965,37.76166667,"San Jose, CA"
Q3 of 2016,1763.0,355.0,391.6521739130435,11.0,1546.0,"Denver, CO",-104.87972222,39.77444444,"Oakland, CA"
Q3 of 2016,4698.0,402.0,456.66938775510204,0.0,12978.0,"Denver, CO",-104.87972222,39.77444444,"San Francisco, CA"
Q3 of 2016,1755.0,359.5,412.6336898395722,0.0,10786.0,"Denver, CO",-104.87972222,39.77444444,"San Jose, CA"
Q3 of 2016,4.0,606.0,485.5,11.0,719.0,"Denver, CO",-104.87972222,39.77444444,"Santa Rosa, CA"
Q3 of 2016,395.0,275.5,299.30120481927713,11.0,1535.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"Oakland, CA"
Q3 of 2016,1623.0,427.0,528.9629629629629,0.0,2874.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"San Francisco, CA"
Q3 of 2016,570.0,449.5,535.804347826087,0.0,2962.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"San Jose, CA"
Q3 of 2016,2.0,907.5,907.5,759.0,1056.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"Santa Rosa, CA"
Q3 of 2016,4.0,641.0,551.75,11.0,914.0,"Dothan, AL",-85.44833333,31.32,"San Francisco, CA"
Q3 of 2016,2.0,679.0,679.0,631.0,727.0,"Dothan, AL",-85.44833333,31.32,"San Jose, CA"
Q3 of 2016,4.0,552.0,475.25,0.0,797.0,"Dickinson, ND",-102.79638889,46.79666667,"San Francisco, CA"
Q3 of 2016,1.0,457.0,457.0,457.0,457.0,"Dickinson, ND",-102.79638889,46.79666667,"San Jose, CA"
Q3 of 2016,41.0,620.0,632.7317073170732,0.0,1328.0,"Duluth, MN",-92.19027778,46.8425,"San Francisco, CA"
Q3 of 2016,5.0,715.0,831.4,11.0,1406.0,"Duluth, MN",-92.19027778,46.8425,"San Jose, CA"
Q3 of 2016,11.0,557.0,493.6363636363636,11.0,757.0,"Durango, CO",-107.75111111,37.15,"Oakland, CA"
Q3 of 2016,55.0,451.0,462.46938775510205,0.0,994.0,"Durango, CO",-107.75111111,37.15,"San Francisco, CA"
Q3 of 2016,15.0,447.0,478.26666666666665,11.0,903.0,"Durango, CO",-107.75111111,37.15,"San Jose, CA"
Q3 of 2016,40.0,472.5,518.2647058823529,11.0,1114.0,"Des Moines, IA",-93.65666667,41.53388889,"Oakland, CA"
Q3 of 2016,189.0,447.5,495.96153846153845,0.0,5448.0,"Des Moines, IA",-93.65666667,41.53388889,"San Francisco, CA"
Q3 of 2016,44.0,444.0,451.42857142857144,0.0,1035.0,"Des Moines, IA",-93.65666667,41.53388889,"San Jose, CA"
Q3 of 2016,261.0,457.0,469.52830188679246,11.0,1188.0,"Detroit, MI",-83.34444444,42.21666667,"Oakland, CA"
Q3 of 2016,2095.0,547.0,626.711013215859,0.0,2623.0,"Detroit, MI",-83.34444444,42.21666667,"San Francisco, CA"
Q3 of 2016,343.0,515.0,522.568253968254,0.0,1743.0,"Detroit, MI",-83.34444444,42.21666667,"San Jose, CA"
Q3 of 2016,1.0,11.0,11.0,11.0,11.0,"Detroit, MI",-83.34444444,42.21666667,"Santa Rosa, CA"
Q3 of 2016,1.0,434.0,434.0,434.0,434.0,"Devils Lake, ND",-98.9075,48.11305556,"San Jose, CA"
Q3 of 2016,1.0,953.0,953.0,953.0,953.0,"Kearney, NE",-98.99888889,40.72833333,"San Francisco, CA"
Q3 of 2016,13.0,484.0,463.3076923076923,11.0,1112.0,"Wenatchee, WA",-120.20777778,47.39972222,"Oakland, CA"
Q3 of 2016,17.0,311.0,315.8,11.0,526.0,"Wenatchee, WA",-120.20777778,47.39972222,"San Francisco, CA"
Q3 of 2016,16.0,355.0,380.0,247.0,660.0,"Wenatchee, WA",-120.20777778,47.39972222,"San Jose, CA"
Q3 of 2016,1.0,456.0,456.0,456.0,456.0,"Wenatchee, WA",-120.20777778,47.39972222,"Santa Rosa, CA"
Q3 of 2016,1.0,738.0,738.0,738.0,738.0,"Eau Claire, WI",-91.48722222,44.86444444,"San Francisco, CA"
Q3 of 2016,1.0,731.0,731.0,731.0,731.0,"Eau Claire, WI",-91.48722222,44.86444444,"San Jose, CA"
Q3 of 2016,10.0,547.0,601.9,383.0,931.0,"Panama City, FL",-85.79888889,30.35777778,"Oakland, CA"
Q3 of 2016,41.0,662.0,638.6216216216217,0.0,1261.0,"Panama City, FL",-85.79888889,30.35777778,"San Francisco, CA"
Q3 of 2016,9.0,461.0,435.3333333333333,11.0,971.0,"Panama City, FL",-85.79888889,30.35777778,"San Jose, CA"
Q3 of 2016,16.0,615.5,664.2857142857143,0.0,1682.0,"Eagle, CO",-106.91388889,39.64361111,"San Francisco, CA"
Q3 of 2016,1.0,577.0,577.0,577.0,577.0,"Eagle, CO",-106.91388889,39.64361111,"San Jose, CA"
Q3 of 2016,2.0,641.0,641.0,641.0,641.0,"Elko, NV",-115.78972222,40.82388889,"San Francisco, CA"
Q3 of 2016,3.0,565.0,554.6666666666666,534.0,565.0,"Elko, NV",-115.78972222,40.82388889,"San Jose, CA"
Q3 of 2016,1.0,694.0,694.0,694.0,694.0,"Elmira/Corning, NY",-76.89527778,42.16083333,"Oakland, CA"
Q3 of 2016,27.0,477.0,484.4583333333333,11.0,1010.0,"Elmira/Corning, NY",-76.89527778,42.16083333,"San Francisco, CA"
Q3 of 2016,78.0,424.0,500.7894736842105,11.0,932.0,"El Paso, TX",-106.37722222,31.80666667,"Oakland, CA"
Q3 of 2016,72.0,423.0,492.15942028985506,330.0,951.0,"El Paso, TX",-106.37722222,31.80666667,"San Francisco, CA"
Q3 of 2016,85.0,417.0,458.70666666666665,11.0,1174.0,"El Paso, TX",-106.37722222,31.80666667,"San Jose, CA"
Q3 of 2016,4.0,848.0,709.5,11.0,1131.0,"Kenai, AK",-151.25111111,60.5675,"Oakland, CA"
Q3 of 2016,4.0,770.0,844.25,555.0,1282.0,"Kenai, AK",-151.25111111,60.5675,"San Francisco, CA"
Q3 of 2016,2.0,502.5,502.5,11.0,994.0,"Kenai, AK",-151.25111111,60.5675,"San Jose, CA"
Q3 of 2016,2.0,934.0,934.0,883.0,985.0,"Kenai, AK",-151.25111111,60.5675,"Santa Rosa, CA"
Q3 of 2016,28.0,579.0,643.8076923076923,0.0,1662.0,"Erie, PA",-80.17861111,42.08,"San Francisco, CA"
Q3 of 2016,2.0,787.0,787.0,460.0,1114.0,"Erie, PA",-80.17861111,42.08,"San Jose, CA"
Q3 of 2016,1.0,11.0,11.0,11.0,11.0,"Escanaba, MI",-87.08666667,45.72055556,"San Francisco, CA"
Q3 of 2016,24.0,115.0,203.6,38.0,734.0,"Eugene, OR",-123.2175,44.12083333,"Oakland, CA"
Q3 of 2016,196.0,464.0,497.35971223021585,0.0,2253.0,"Eugene, OR",-123.2175,44.12083333,"San Francisco, CA"
Q3 of 2016,148.0,266.5,316.97222222222223,11.0,846.0,"Eugene, OR",-123.2175,44.12083333,"San Jose, CA"
Q3 of 2016,2.0,461.0,461.0,451.0,471.0,"Eugene, OR",-123.2175,44.12083333,"Santa Rosa, CA"
Q3 of 2016,1.0,1105.0,1105.0,1105.0,1105.0,"Evansville, IN",-87.5325,38.03666667,"Oakland, CA"
Q3 of 2016,22.0,488.0,540.9090909090909,0.0,1366.0,"Evansville, IN",-87.5325,38.03666667,"San Francisco, CA"
Q3 of 2016,8.0,465.5,434.125,11.0,623.0,"Evansville, IN",-87.5325,38.03666667,"San Jose, CA"
Q3 of 2016,11.0,574.0,584.4,478.0,732.0,"New Bern/Morehead/Beaufort, NC",-77.0425,35.07361111,"San Francisco, CA"
Q3 of 2016,1.0,355.0,355.0,355.0,355.0,"New Bern/Morehead/Beaufort, NC",-77.0425,35.07361111,"San Jose, CA"
Q3 of 2016,108.0,466.0,480.91011235955057,11.0,1232.0,"Newark, NJ",-74.17166667,40.69583333,"Oakland, CA"
Q3 of 2016,6679.0,649.0,953.7700077700077,0.0,16890.0,"Newark, NJ",-74.17166667,40.69583333,"San Francisco, CA"
Q3 of 2016,179.0,515.0,525.6117647058824,0.0,2172.0,"Newark, NJ",-74.17166667,40.69583333,"San Jose, CA"
Q3 of 2016,1.0,600.0,600.0,600.0,600.0,"Newark, NJ",-74.17166667,40.69583333,"Santa Rosa, CA"
Q3 of 2016,2.0,490.0,490.0,361.0,619.0,"Key West, FL",-81.75972222,24.55555556,"Oakland, CA"
Q3 of 2016,22.0,584.0,605.4285714285714,11.0,1201.0,"Key West, FL",-81.75972222,24.55555556,"San Francisco, CA"
Q3 of 2016,3.0,436.0,403.6666666666667,11.0,764.0,"Key West, FL",-81.75972222,24.55555556,"San Jose, CA"
Q3 of 2016,19.0,552.5,505.44444444444446,11.0,929.0,"Fairbanks, AK",-147.86277778,64.81444444,"Oakland, CA"
Q3 of 2016,51.0,525.5,615.6666666666666,0.0,2479.0,"Fairbanks, AK",-147.86277778,64.81444444,"San Francisco, CA"
Q3 of 2016,42.0,562.0,574.0243902439024,11.0,1122.0,"Fairbanks, AK",-147.86277778,64.81444444,"San Jose, CA"
Q3 of 2016,2.0,867.0,867.0,789.0,945.0,"Fairbanks, AK",-147.86277778,64.81444444,"Santa Rosa, CA"
Q3 of 2016,3.0,779.0,783.0,635.0,935.0,"Fargo, ND",-96.81472222,46.91555556,"Oakland, CA"
Q3 of 2016,73.0,568.0,532.2857142857143,0.0,1270.0,"Fargo, ND",-96.81472222,46.91555556,"San Francisco, CA"
Q3 of 2016,21.0,471.0,429.23809523809524,11.0,806.0,"Fargo, ND",-96.81472222,46.91555556,"San Jose, CA"
Q3 of 2016,90.0,382.0,470.28169014084506,0.0,1553.0,"Fresno, CA",-119.71722222,36.77666667,"San Francisco, CA"
Q3 of 2016,27.0,506.0,541.88,0.0,1236.0,"Fayetteville, NC",-78.88027778,34.99138889,"San Francisco, CA"
Q3 of 2016,4.0,684.0,753.0,427.0,1217.0,"Fayetteville, NC",-78.88027778,34.99138889,"San Jose, CA"
Q3 of 2016,73.0,322.0,321.27941176470586,11.0,883.0,"Kalispell, MT",-114.25111111,48.31277778,"Oakland, CA"
Q3 of 2016,153.0,404.0,413.96875,0.0,1218.0,"Kalispell, MT",-114.25111111,48.31277778,"San Francisco, CA"
Q3 of 2016,94.0,388.5,427.32608695652175,11.0,1532.0,"Kalispell, MT",-114.25111111,48.31277778,"San Jose, CA"
Q3 of 2016,8.0,519.0,508.85714285714283,151.0,723.0,"Kalispell, MT",-114.25111111,48.31277778,"Santa Rosa, CA"
Q3 of 2016,14.0,381.0,382.61538461538464,11.0,543.0,"Flagstaff, AZ",-111.67166667,35.13777778,"Oakland, CA"
Q3 of 2016,30.0,383.0,384.2,11.0,735.0,"Flagstaff, AZ",-111.67166667,35.13777778,"San Francisco, CA"
Q3 of 2016,16.0,437.0,420.4,253.0,529.0,"Flagstaff, AZ",-111.67166667,35.13777778,"San Jose, CA"
Q3 of 2016,94.0,430.5,375.1111111111111,11.0,990.0,"Fort Lauderdale, FL",-80.15166667,26.07416667,"Oakland, CA"
Q3 of 2016,1370.0,448.0,511.8471882640587,0.0,3657.0,"Fort Lauderdale, FL",-80.15166667,26.07416667,"San Francisco, CA"
Q3 of 2016,95.0,426.0,452.98924731182797,0.0,1424.0,"Fort Lauderdale, FL",-80.15166667,26.07416667,"San Jose, CA"
Q3 of 2016,1.0,489.0,489.0,489.0,489.0,"Fort Lauderdale, FL",-80.15166667,26.07416667,"Santa Rosa, CA"
Q3 of 2016,7.0,424.0,405.14285714285717,11.0,600.0,"Florence, SC",-79.72444444,34.18888889,"San Francisco, CA"
Q3 of 2016,16.0,460.5,432.625,11.0,663.0,"Flint, MI",-83.74166667,42.96666667,"Oakland, CA"
Q3 of 2016,48.0,405.5,433.54545454545456,0.0,857.0,"Flint, MI",-83.74166667,42.96666667,"San Francisco, CA"
Q3 of 2016,19.0,431.0,465.29411764705884,343.0,757.0,"Flint, MI",-83.74166667,42.96666667,"San Jose, CA"
Q3 of 2016,2.0,813.5,813.5,434.0,1193.0,"Sioux Falls, SD",-96.74083333,43.57888889,"Oakland, CA"
Q3 of 2016,116.0,432.5,489.2674418604651,0.0,3038.0,"Sioux Falls, SD",-96.74083333,43.57888889,"San Francisco, CA"
Q3 of 2016,22.0,490.0,506.42857142857144,0.0,858.0,"Sioux Falls, SD",-96.74083333,43.57888889,"San Jose, CA"
Q3 of 2016,13.0,511.0,536.0769230769231,11.0,942.0,"Fort Smith, AR",-94.3675,35.33666667,"San Francisco, CA"
Q3 of 2016,9.0,431.0,546.6666666666666,325.0,1162.0,"Fort Smith, AR",-94.3675,35.33666667,"San Jose, CA"
Q3 of 2016,4.0,528.5,634.0,449.0,1030.0,"Fort Wayne, IN",-85.18805556,40.97833333,"Oakland, CA"
Q3 of 2016,56.0,527.5,567.25,0.0,1360.0,"Fort Wayne, IN",-85.18805556,40.97833333,"San Francisco, CA"
Q3 of 2016,7.0,606.0,531.0,11.0,831.0,"Fort Wayne, IN",-85.18805556,40.97833333,"San Jose, CA"
Q3 of 2016,3.0,455.0,437.0,322.0,534.0,"Gillette, WY",-105.525,44.35138889,"Oakland, CA"
Q3 of 2016,3.0,422.0,457.6666666666667,409.0,542.0,"Gillette, WY",-105.525,44.35138889,"San Francisco, CA"
Q3 of 2016,1.0,515.0,515.0,515.0,515.0,"Gillette, WY",-105.525,44.35138889,"San Jose, CA"
Q3 of 2016,2.0,638.0,638.0,561.0,715.0,"Garden City, KS",-100.72972222,37.92861111,"San Francisco, CA"
Q3 of 2016,618.0,417.5,428.55645161290323,0.0,905.0,"Spokane, WA",-117.53277778,47.62,"Oakland, CA"
Q3 of 2016,247.0,303.0,317.0084388185654,11.0,1225.0,"Spokane, WA",-117.53277778,47.62,"San Francisco, CA"
Q3 of 2016,241.0,299.0,326.6330275229358,11.0,1005.0,"Spokane, WA",-117.53277778,47.62,"San Jose, CA"
Q3 of 2016,20.0,444.5,416.5,11.0,592.0,"Spokane, WA",-117.53277778,47.62,"Santa Rosa, CA"
Q3 of 2016,1.0,561.0,561.0,561.0,561.0,"Grand Forks, ND",-97.17861111,47.95194444,"Oakland, CA"
Q3 of 2016,12.0,597.0,577.3636363636364,11.0,974.0,"Grand Forks, ND",-97.17861111,47.95194444,"San Francisco, CA"
Q3 of 2016,8.0,481.0,449.5,11.0,766.0,"Grand Forks, ND",-97.17861111,47.95194444,"San Jose, CA"
Q3 of 2016,2.0,384.0,384.0,269.0,499.0,"Longview, TX",-94.71527778,32.38666667,"San Jose, CA"
Q3 of 2016,27.0,463.0,470.08,45.0,744.0,"Grand Junction, CO",-108.51388889,39.11861111,"Oakland, CA"
Q3 of 2016,64.0,434.0,452.0,0.0,1269.0,"Grand Junction, CO",-108.51388889,39.11861111,"San Francisco, CA"
Q3 of 2016,28.0,467.0,466.8,138.0,893.0,"Grand Junction, CO",-108.51388889,39.11861111,"San Jose, CA"
Q3 of 2016,1.0,532.0,532.0,532.0,532.0,"Gainesville, FL",-82.27583333,29.68972222,"Oakland, CA"
Q3 of 2016,18.0,567.0,656.3333333333334,11.0,1277.0,"Gainesville, FL",-82.27583333,29.68972222,"San Francisco, CA"
Q3 of 2016,6.0,508.5,688.3333333333334,394.0,1333.0,"Gainesville, FL",-82.27583333,29.68972222,"San Jose, CA"
Q3 of 2016,17.0,491.0,523.0666666666667,0.0,877.0,"Gulfport/Biloxi, MS",-89.07027778,30.40611111,"San Francisco, CA"
Q3 of 2016,11.0,496.0,519.5,403.0,668.0,"Gulfport/Biloxi, MS",-89.07027778,30.40611111,"San Jose, CA"
Q3 of 2016,76.0,559.0,576.9571428571429,0.0,1283.0,"Green Bay, WI",-88.13055556,44.48805556,"San Francisco, CA"
Q3 of 2016,12.0,515.5,497.0,11.0,736.0,"Green Bay, WI",-88.13055556,44.48805556,"San Jose, CA"
Q3 of 2016,3.0,481.0,330.3333333333333,11.0,499.0,"Grand Island, NE",-98.30666667,40.96722222,"San Francisco, CA"
Q3 of 2016,1.0,817.0,817.0,817.0,817.0,"Killeen, TX",-97.8275,31.06472222,"Oakland, CA"
Q3 of 2016,5.0,360.0,407.6,357.0,573.0,"Killeen, TX",-97.8275,31.06472222,"San Francisco, CA"
Q3 of 2016,3.0,656.0,736.6666666666666,523.0,1031.0,"Killeen, TX",-97.8275,31.06472222,"San Jose, CA"
Q3 of 2016,40.0,503.5,513.0,11.0,1092.0,"Grand Rapids, MI",-85.52416667,42.88111111,"Oakland, CA"
Q3 of 2016,206.0,517.0,544.243654822335,0.0,1934.0,"Grand Rapids, MI",-85.52416667,42.88111111,"San Francisco, CA"
Q3 of 2016,59.0,558.0,593.5438596491229,0.0,2325.0,"Grand Rapids, MI",-85.52416667,42.88111111,"San Jose, CA"
Q3 of 2016,7.0,470.0,488.57142857142856,373.0,657.0,"Greensboro/High Point, NC",-79.94277778,36.09194444,"Oakland, CA"
Q3 of 2016,96.0,562.0,575.9263157894737,0.0,1508.0,"Greensboro/High Point, NC",-79.94277778,36.09194444,"San Francisco, CA"
Q3 of 2016,18.0,508.0,462.0,11.0,712.0,"Greensboro/High Point, NC",-79.94277778,36.09194444,"San Jose, CA"
Q3 of 2016,15.0,536.5,516.5,11.0,916.0,"Greer, SC",-82.21388889,34.89888889,"Oakland, CA"
Q3 of 2016,82.0,498.0,570.2405063291139,0.0,1481.0,"Greer, SC",-82.21388889,34.89888889,"San Francisco, CA"
Q3 of 2016,25.0,500.0,534.76,0.0,1304.0,"Greer, SC",-82.21388889,34.89888889,"San Jose, CA"
Q3 of 2016,3.0,818.0,563.0,11.0,860.0,"Gustavus, AK",-135.705,58.4275,"Oakland, CA"
Q3 of 2016,2.0,868.5,868.5,652.0,1085.0,"Gustavus, AK",-135.705,58.4275,"San Francisco, CA"
Q3 of 2016,2.0,714.5,714.5,643.0,786.0,"Gustavus, AK",-135.705,58.4275,"San Jose, CA"
Q3 of 2016,9.0,386.0,437.77777777777777,332.0,616.0,"Great Falls, MT",-111.36694444,47.48555556,"Oakland, CA"
Q3 of 2016,26.0,336.5,341.0,0.0,875.0,"Great Falls, MT",-111.36694444,47.48555556,"San Francisco, CA"
Q3 of 2016,8.0,426.0,442.0,309.0,624.0,"Great Falls, MT",-111.36694444,47.48555556,"San Jose, CA"
Q3 of 2016,1.0,553.0,553.0,553.0,553.0,"Great Falls, MT",-111.36694444,47.48555556,"Santa Rosa, CA"
Q3 of 2016,2.0,493.0,493.0,487.0,499.0,"Columbus, MS",-88.59138889,33.45027778,"Oakland, CA"
